,text
670,"RT @pwasonfre: Jeòm wrote @UN on #cholera:""I ask for justice &amp; reparations quickly. I demand justice."" @HaitiJustice @ijdh @POTUS https://t… "
671,"RT @pwasonfre: Jeòm wrote @UN on #cholera:""I ask for justice &amp; reparations quickly. I demand justice."" @HaitiJustice @ijdh @POTUS https://t… "
672,"RT @pwasonfre: Ylus wrote @UN:""I bring before you a complaint vs the malevolent @MINUSTAH that brought #cholera to Haiti &amp; trampled me.""@ha… "
673,"RT @pwasonfre: Ylus wrote @UN:""I bring before you a complaint vs the malevolent @MINUSTAH that brought #cholera to Haiti &amp; trampled me.""@ha… "
674,"RT @pwasonfre: Ylus wrote @UN:""I bring before you a complaint vs the malevolent @MINUSTAH that brought #cholera to Haiti &amp; trampled me.""@ha… "
675,RT @QMSchoolofLaw: Holding the UN to account for Cholera in Haiti: Are lawyers the real problem?  - Friday 2 December 2016  https://t.co/Pf… 
676,RT @QMSchoolofLaw: Holding the UN to account for Cholera in Haiti: Are lawyers the real problem?  - Friday 2 December 2016  https://t.co/Pf… 
677,RT @QMSchoolofLaw: Holding the UN to account for Cholera in Haiti: Are lawyers the real problem?  - Friday 2 December 2016  https://t.co/Pf… 
678,"RT @quantalooped: Instead of paying damages for infecting 700,000 Haitians with cholera,UN pushes useless vaccine  https://t.co/fU1XJqYPJC… "
679,"RT @quantalooped: Instead of paying damages for infecting 700,000 Haitians with cholera,UN pushes useless vaccine  https://t.co/fU1XJqYPJC… "
680,"RT @quantalooped: Instead of paying damages for infecting 700,000 Haitians with cholera,UN pushes useless vaccine  https://t.co/fU1XJqYPJC… "
681,RT @RadioGtmo: United Nations Helps Fight Cholera Crisis Haiti with 400 Million #Cuba https://t.co/nU9AsbyUDx 
682,"RT @RedCrossAU: With cholera cases soaring since #HaitiEarthquake, Haiti Red Cross is coordinating a large-scale vaccination campaign #disa… "
683,"RT @RedCrossAU: With cholera cases soaring since #HaitiEarthquake, Haiti Red Cross is coordinating a large-scale vaccination campaign #disa… "
684,"RT @reliefweb: Haiti’s Ministry of Health successfully vaccinates 729, 000 persons against #cholera, via @pahowho https://t.co/uAcYocvMMh #… "
685,"RT @reliefweb: Haiti’s Ministry of Health successfully vaccinates 729, 000 persons against #cholera, via @pahowho https://t.co/uAcYocvMMh #… "
686,RT @riskmaplive: Cholera Outbreak Rips Through #Haiti https://t.co/SYMScnOvtY https://t.co/4olHkxLAHR 
687,RT @SamiAlsubaihi: RT MSFsci: The UN in Haiti: an adulterated vision of accountability #Haiti #cholera #UN https://t.co/T4N8cx4PiZ v… https… 
688,"RT @SofiaGoncalves: United Nations Admits To Accidentally Releasing Cholera In Haiti, Killing 10,000 People https://t.co/jKjSTnFsPA "
689,"RT @speakinmytruth: #JusticeForHaiti because the UN brought Cholera to Haiti and has not apologized for it, nor have they done anything to… "
690,"RT @speakinmytruth: #JusticeForHaiti because the UN brought Cholera to Haiti and has not apologized for it, nor have they done anything to… "
691,"RT @speakinmytruth: #JusticeForHaiti because the UN brought Cholera to Haiti and has not apologized for it, nor have they done anything to… "
692,"RT @speakinmytruth: #JusticeForHaiti because the UN brought Cholera to Haiti and has not apologized for it, nor have they done anything to… "
693,"RT @speakinmytruth: #JusticeForHaiti because the UN brought Cholera to Haiti and has not apologized for it, nor have they done anything to… "
694,"RT @speakinmytruth: #JusticeForHaiti because the UN brought Cholera to Haiti and has not apologized for it, nor have they done anything to… "
695,RT @speakinmytruth: Over 1000 people have died in Haiti due to Hurricane Matthew. The president fears famine and a cholera outbreak. I smel… 
696,RT @speakinmytruth: Over 1000 people have died in Haiti due to Hurricane Matthew. The president fears famine and a cholera outbreak. I smel… 
697,RT @speakinmytruth: Over 1000 people have died in Haiti due to Hurricane Matthew. The president fears famine and a cholera outbreak. I smel… 
698,RT @speakinmytruth: Over 1000 people have died in Haiti due to Hurricane Matthew. The president fears famine and a cholera outbreak. I smel… 
699,RT @StartNetwork: A month after #UN promised cash for its #Haiti cholera that killed 9100 almost no donors have come forward @irinnews http… 
700,RT @StBonifaceHaiti: Sanitation makes all the difference in stopping the spread of diseases like #cholera in #Haiti. #worldtoiletday https:… 
701,"RT @STEMAlliance: After #HurricaneMatthew, Haiti launches largest initiative ever to vaccinate against #Cholera: https://t.co/4keDQTlEAV @n… "
702,"RT @STEMAlliance: After #HurricaneMatthew, Haiti launches largest initiative ever to vaccinate against #Cholera: https://t.co/4keDQTlEAV @n… "
703,"RT @STEMAlliance: After #HurricaneMatthew, Haiti launches largest initiative ever to vaccinate against #Cholera: https://t.co/4keDQTlEAV @n… "
704,"RT @STEMAlliance: After #HurricaneMatthew, Haiti launches largest initiative ever to vaccinate against #Cholera: https://t.co/4keDQTlEAV @n… "
705,"RT @STEMAlliance: After #HurricaneMatthew, Haiti launches largest initiative ever to vaccinate against #Cholera: https://t.co/4keDQTlEAV @n… "
706,RT @steveforester31: 13 US Congresspersons Write UNSG Ban Urging Formal Apology &amp; Renewed Urgency on Haiti Cholera; Also Urge US funding ht… 
707,RT @steveforester31: 13 US Congresspersons Write UNSG Ban Urging Formal Apology &amp; Renewed Urgency on Haiti Cholera; Also Urge US funding ht… 
708,RT @steveforester31: 13 US Congresspersons Write UNSG Ban Urging Formal Apology &amp; Renewed Urgency on Haiti Cholera; Also Urge US funding ht… 
709,RT @steveforester31: 13 US Congresspersons Write UNSG Ban Urging Formal Apology &amp; Renewed Urgency on Haiti Cholera; Also Urge US funding ht… 
710,"RT @telesurenglish: After admitting role in Haiti Cholera crisis, UN donates $400M. https://t.co/SexLT2Kmbr "
711,"RT @telesurenglish: After admitting role in Haiti Cholera crisis, UN donates $400M. https://t.co/SexLT2Kmbr "
712,"RT @telesurenglish: After admitting role in Haiti Cholera crisis, UN donates $400M. https://t.co/SexLT2Kmbr "
713,"RT @telesurenglish: After admitting role in Haiti Cholera crisis, UN donates $400M. https://t.co/SexLT2Kmbr "
714,"RT @telesurenglish: After admitting role in Haiti Cholera crisis, UN donates $400M. https://t.co/SexLT2Kmbr "
715,"RT @telesurenglish: After admitting role in Haiti Cholera crisis, UN donates $400M. https://t.co/SexLT2Kmbr "
716,"RT @telesurenglish: After admitting role in Haiti Cholera crisis, UN donates $400M. https://t.co/SexLT2Kmbr "
717,"RT @telesurenglish: After admitting role in Haiti Cholera crisis, UN donates $400M. https://t.co/SexLT2Kmbr "
718,"RT @telesurenglish: After admitting role in Haiti Cholera crisis, UN donates $400M. https://t.co/SexLT2Kmbr "
719,"RT @telesurenglish: After admitting role in Haiti Cholera crisis, UN donates $400M. https://t.co/SexLT31XA1 https://t.co/3u43HDgnLk "
720,"RT @telesurenglish: After admitting role in Haiti Cholera crisis, UN donates $400M. https://t.co/SexLT31XA1 https://t.co/3u43HDgnLk "
721,"RT @telesurenglish: After admitting role in Haiti Cholera crisis, UN donates $400M. https://t.co/SexLT31XA1 https://t.co/3u43HDgnLk "
722,"RT @telesurenglish: After admitting role in Haiti Cholera crisis, UN donates $400M. https://t.co/SexLT31XA1 https://t.co/3u43HDgnLk "
723,"RT @telesurenglish: After admitting role in Haiti Cholera crisis, UN donates $400M. https://t.co/SexLT31XA1 https://t.co/3u43HDgnLk "
724,"RT @telesurenglish: After admitting role in Haiti Cholera crisis, UN donates $400M. https://t.co/SexLT31XA1 https://t.co/3u43HDgnLk "
725,"RT @telesurenglish: After admitting role in Haiti Cholera crisis, UN donates $400M. https://t.co/SexLT31XA1 https://t.co/3u43HDgnLk "
726,"RT @telesurenglish: After admitting role in Haiti Cholera crisis, UN donates $400M. https://t.co/SexLT31XA1 https://t.co/3u43HDgnLk "
727,"RT @telesurenglish: After admitting role in Haiti Cholera crisis, UN donates $400M. https://t.co/SexLT31XA1 https://t.co/3u43HDgnLk "
728,"RT @telesurenglish: After admitting role in Haiti Cholera crisis, UN donates $400M. https://t.co/SexLT31XA1 https://t.co/3u43HDgnLk "
729,"RT @telesurenglish: After admitting role in Haiti Cholera crisis, UN donates $400M. https://t.co/SexLT31XA1 https://t.co/3u43HDgnLk "
730,"RT @telesurenglish: After admitting role in Haiti Cholera crisis, UN donates $400M. https://t.co/SexLT31XA1 https://t.co/3u43HDgnLk "
731,"RT @telesurenglish: After admitting role in Haiti Cholera crisis, UN donates $400M. https://t.co/SexLT31XA1 https://t.co/3u43HDgnLk "
732,"RT @telesurenglish: After admitting role in Haiti Cholera crisis, UN donates $400M. https://t.co/SexLT31XA1 https://t.co/3u43HDgnLk "
733,"RT @telesurenglish: After admitting role in Haiti Cholera crisis, UN donates $400M. https://t.co/SexLT31XA1 https://t.co/3u43HDgnLk "
734,RT @tkinder: Cholera outbreak rips through Haiti https://t.co/Wh6xvXNSPB 
735,RT @tkinder: Cholera outbreak rips through Haiti https://t.co/Wh6xvXNSPB 
736,"RT @totemranch613: After Admitting Role in Haiti Cholera Crisis, UN Donates $400M https://t.co/47SL5XPXAL "
737,RT @tragedyandhope: @cynthiamckinney &amp; its also worth mentioning the UN's role in bringing Cholera 2 Haiti &amp; then lying about it 4 years
738,RT @tragedyandhope: @cynthiamckinney &amp; its also worth mentioning the UN's role in bringing Cholera 2 Haiti &amp; then lying about it 4 years
739,RT @tragedyandhope: @cynthiamckinney &amp; its also worth mentioning the UN's role in bringing Cholera 2 Haiti &amp; then lying about it 4 years
740,RT @tragedyandhope: @cynthiamckinney &amp; its also worth mentioning the UN's role in bringing Cholera 2 Haiti &amp; then lying about it 4 years
741,RT @tragedyandhope: @cynthiamckinney &amp; its also worth mentioning the UN's role in bringing Cholera 2 Haiti &amp; then lying about it 4 years
742,RT @tragedyandhope: @cynthiamckinney &amp; its also worth mentioning the UN's role in bringing Cholera 2 Haiti &amp; then lying about it 4 years
743,RT @tragedyandhope: @cynthiamckinney &amp; its also worth mentioning the UN's role in bringing Cholera 2 Haiti &amp; then lying about it 4 years
744,RT @tragedyandhope: @cynthiamckinney &amp; its also worth mentioning the UN's role in bringing Cholera 2 Haiti &amp; then lying about it 4 years
745,RT @tragedyandhope: @cynthiamckinney &amp; its also worth mentioning the UN's role in bringing Cholera 2 Haiti &amp; then lying about it 4 years
746,RT @tragedyandhope: @cynthiamckinney &amp; its also worth mentioning the UN's role in bringing Cholera 2 Haiti &amp; then lying about it 4 years
747,RT @tragedyandhope: @cynthiamckinney &amp; its also worth mentioning the UN's role in bringing Cholera 2 Haiti &amp; then lying about it 4 years
748,RT @TravisBeauman: @AllenWest And Haiti continues to starve to death and is falling deathly ill to Cholera. Enjoy your freedom while it las… 
749,RT @UNGeneva: UN Deputy Secretary-General pledges substantive @UN support to the people of #Haiti to combat and eradicate #cholera. https:/… 
750,RT @UNGeneva: UN Deputy Secretary-General pledges substantive @UN support to the people of #Haiti to combat and eradicate #cholera. https:/… 
751,RT @UNGeneva: UN Deputy Secretary-General pledges substantive @UN support to the people of #Haiti to combat and eradicate #cholera. https:/… 
752,RT @UNGeneva: UN Deputy Secretary-General pledges substantive @UN support to the people of #Haiti to combat and eradicate #cholera. https:/… 
753,RT @UNGeneva: UN Deputy Secretary-General pledges substantive @UN support to the people of #Haiti to combat and eradicate #cholera. https:/… 
754,RT @UNGeneva: UN Deputy Secretary-General pledges substantive @UN support to the people of #Haiti to combat and eradicate #cholera. https:/… 
755,RT @UNGeneva: UN Deputy Secretary-General pledges substantive @UN support to the people of #Haiti to combat and eradicate #cholera. https:/… 
756,RT @UNGeneva: UN Deputy Secretary-General pledges substantive @UN support to the people of #Haiti to combat and eradicate #cholera. https:/… 
757,RT @UNGeneva: UN Deputy Secretary-General pledges substantive @UN support to the people of #Haiti to combat and eradicate #cholera. https:/… 
758,RT @UNGeneva: UN Deputy Secretary-General pledges substantive @UN support to the people of #Haiti to combat and eradicate #cholera. https:/… 
759,RT @UNGeneva: UN Deputy Secretary-General pledges substantive @UN support to the people of #Haiti to combat and eradicate #cholera. https:/… 
760,RT @UNGeneva: UN Deputy Secretary-General pledges substantive @UN support to the people of #Haiti to combat and eradicate #cholera. https:/… 
761,RT @UNGeneva: UN Deputy Secretary-General pledges substantive @UN support to the people of #Haiti to combat and eradicate #cholera. https:/… 
762,RT @UNGeneva: UN Deputy Secretary-General pledges substantive @UN support to the people of #Haiti to combat and eradicate #cholera. https:/… 
763,"RT @UNHaiti: #Haiti @PAHO and @UNICEF supported the Government to vaccinate against #cholera 730,000 persons affected by Matthew  @UN https… "
764,"RT @UNHaiti: #Haiti @PAHO and @UNICEF supported the Government to vaccinate against #cholera 730,000 persons affected by Matthew  @UN https… "
765,"RT @UNHaiti: #Haiti @PAHO and @UNICEF supported the Government to vaccinate against #cholera 730,000 persons affected by Matthew  @UN https… "
766,"RT @UNHaiti: #Haiti @PAHO and @UNICEF supported the Government to vaccinate against #cholera 730,000 persons affected by Matthew  @UN https… "
767,"RT @UNHaiti: #Haiti @PAHO and @UNICEF supported the Government to vaccinate against #cholera 730,000 persons affected by Matthew  @UN https… "
768,RT @UNHumanRights: “UN lawyers undermine a just solution for the victims of cholera in Haiti” - UN expert https://t.co/RoOZWjY0N5 
769,"RT @UNICEFHaiti: In #Haiti we are supporting the social mobilization and communication of the #cholera vaccination campaign, to reach 800k… "
770,RT @VOP_Today: #HAITI: 'Cholera Epidemic' Sponsored by #UN
771,"RT @WHO: #Haiti’s Ministry of Health successfully vaccinates 729, 000 persons against #cholera https://t.co/6KcCUVw9pc via @PAHOWHO #Vaccin… "
772,"RT @WHO: #Haiti’s Ministry of Health successfully vaccinates 729, 000 persons against #cholera https://t.co/6KcCUVw9pc via @PAHOWHO #Vaccin… "
773,"RT @WHO: #Haiti’s Ministry of Health successfully vaccinates 729, 000 persons against #cholera https://t.co/6KcCUVw9pc via @PAHOWHO #Vaccin… "
774,"RT @WHO: #Haiti’s Ministry of Health successfully vaccinates 729, 000 persons against #cholera https://t.co/6KcCUVw9pc via @PAHOWHO #Vaccin… "
775,"RT @WHO: #Haiti’s Ministry of Health successfully vaccinates 729, 000 persons against #cholera https://t.co/6KcCUVw9pc via @PAHOWHO #Vaccin… "
776,"RT @WHO: #Haiti’s Ministry of Health successfully vaccinates 729, 000 persons against #cholera https://t.co/6KcCUVw9pc via @PAHOWHO #Vaccin… "
777,"RT @WHO: #Haiti’s Ministry of Health successfully vaccinates 729, 000 persons against #cholera https://t.co/6KcCUVw9pc via @PAHOWHO #Vaccin… "
778,"RT @WHO: #Haiti’s Ministry of Health successfully vaccinates 729, 000 persons against #cholera https://t.co/6KcCUVw9pc via @PAHOWHO #Vaccin… "
779,"RT @WHO: #Haiti’s Ministry of Health successfully vaccinates 729, 000 persons against #cholera https://t.co/6KcCUVw9pc via @PAHOWHO #Vaccin… "
780,"RT @WHO: #Haiti’s Ministry of Health successfully vaccinates 729, 000 persons against #cholera https://t.co/6KcCUVw9pc via @PAHOWHO #Vaccin… "
781,"RT @WHO: #Haiti’s Ministry of Health successfully vaccinates 729, 000 persons against #cholera https://t.co/6KcCUVw9pc via @PAHOWHO #Vaccin… "
782,"RT @WHO: #Haiti’s Ministry of Health successfully vaccinates 729, 000 persons against #cholera https://t.co/6KcCUVw9pc via @PAHOWHO #Vaccin… "
783,"RT @WHO: #Haiti’s Ministry of Health successfully vaccinates 729, 000 persons against #cholera https://t.co/6KcCUVw9pc via @PAHOWHO #Vaccin… "
784,"RT @WHO: #Haiti’s Ministry of Health successfully vaccinates 729, 000 persons against #cholera https://t.co/6KcCUVw9pc via @PAHOWHO #Vaccin… "
785,"RT @WHO: #Haiti’s Ministry of Health successfully vaccinates 729, 000 persons against #cholera https://t.co/6KcCUVw9pc via @PAHOWHO #Vaccin… "
786,"RT @WHO: #Haiti’s Ministry of Health successfully vaccinates 729, 000 persons against #cholera https://t.co/6KcCUVw9pc via @PAHOWHO #Vaccin… "
787,"RT @WHO: #Haiti’s Ministry of Health successfully vaccinates 729, 000 persons against #cholera https://t.co/6KcCUVw9pc via @PAHOWHO #Vaccin… "
788,"RT @WHO: #Haiti’s Ministry of Health successfully vaccinates 729, 000 persons against #cholera https://t.co/6KcCUVw9pc via @PAHOWHO #Vaccin… "
789,"RT @WHO: #Haiti’s Ministry of Health successfully vaccinates 729, 000 persons against #cholera https://t.co/6KcCUVw9pc via @PAHOWHO #Vaccin… "
790,"RT @WHO: #Haiti’s Ministry of Health successfully vaccinates 729, 000 persons against #cholera https://t.co/6KcCUVw9pc via @PAHOWHO #Vaccin… "
791,"RT @WHO: #Haiti’s Ministry of Health successfully vaccinates 729, 000 persons against #cholera https://t.co/6KcCUVw9pc via @PAHOWHO #Vaccin… "
792,"RT @WHO: #Haiti’s Ministry of Health successfully vaccinates 729, 000 persons against #cholera https://t.co/6KcCUVw9pc via @PAHOWHO #Vaccin… "
793,"RT @WHO: #Haiti’s Ministry of Health successfully vaccinates 729, 000 persons against #cholera https://t.co/6KcCUVw9pc via @PAHOWHO #Vaccin… "
794,"RT @WHO: #Haiti’s Ministry of Health successfully vaccinates 729, 000 persons against #cholera https://t.co/6KcCUVw9pc via @PAHOWHO #Vaccin… "
795,"RT @WHO: #Haiti’s Ministry of Health successfully vaccinates 729, 000 persons against #cholera https://t.co/6KcCUVw9pc via @PAHOWHO #Vaccin… "
796,"RT @WHO: #Haiti’s Ministry of Health successfully vaccinates 729, 000 persons against #cholera https://t.co/6KcCUVw9pc via @PAHOWHO #Vaccin… "
797,"RT @WHO: #Haiti’s Ministry of Health successfully vaccinates 729, 000 persons against #cholera https://t.co/6KcCUVw9pc via @PAHOWHO #Vaccin… "
798,"RT @WHO: #Haiti’s Ministry of Health successfully vaccinates 729, 000 persons against #cholera https://t.co/6KcCUVw9pc via @PAHOWHO #Vaccin… "
799,"RT @WHO: #Haiti’s Ministry of Health successfully vaccinates 729, 000 persons against #cholera https://t.co/6KcCUVw9pc via @PAHOWHO #Vaccin… "
800,RT @worldnews_net: Cholera outbreak rips through Haiti https://t.co/31bIbLke7d #msnbc #news https://t.co/T7CMkNuC64 
801,RT @worldnews_net: Cholera outbreak rips through Haiti https://t.co/31bIbLke7d #msnbc #news https://t.co/T7CMkNuC64 
802,"RT CARICOMorg: RT pahowho: Bravo #Haiti: Ministry of Health successfully vaccinates 729, 000 persons against #cholera: … "
803,RT mperelman: Ban Ki-moon France24_en twice refuses to formally apologize for 2010 cholera outbreak in #Haiti https://t.co/2oX5ptUWrS #UN 
804,RT mperelman: Ban Ki-moon France24_en twice refuses to formally apologize for 2010 cholera outbreak in #Haiti https://t.co/cm29OLuiPA #UN 
805,RT mperelman: Ban Ki-moon France24_en twice refuses to formally apologize for 2010 cholera outbreak in #Haiti https://t.co/n18Fxi0Xsp #UN 
806,RT mperelman: Ban Ki-moon France24_en twice refuses to formally apologize for 2010 cholera outbreak in #Haiti https://t.co/NccyJfrUwm #UN 
807,RT mperelman: Ban Ki-moon France24_en twice refuses to formally apologize for 2010 cholera outbreak in #Haiti https://t.co/oUKT6Vbw7Y #UN 
808,RT mperelman: Ban Ki-moon France24_en twice refuses to formally apologize for 2010 cholera outbreak in #Haiti https://t.co/r1JblB5Rht #UN 
809,RT mperelman: Ban Ki-moon France24_en twice refuses to formally apologize for 2010 cholera outbreak in #Haiti https://t.co/tJ2JNHoXHo #UN 
810,RT mperelman: Ban Ki-moon France24_en twice refuses to formally apologize for 2010 cholera outbreak in #Haiti https://t.co/VkCHtOfAyy #UN 
811,RT MSFsci: The UN in Haiti: an adulterated vision of accountability #Haiti #cholera #UN https://t.co/T4N8cx4PiZ v… https://t.co/nm7iUEeeMA 
812,Sanitation makes all the difference in stopping the spread of diseases like #cholera in #Haiti. #worldtoiletday https://t.co/xaloTUvxJm 
813,"SBHF's teams provided oral #cholera vaccine to 23,271 people in the Aquin commune in S. #Haiti as part of @MSPPHT c… https://t.co/fLhl4fbUUr "
814,So many people are still suffering and dying.
815,So many people are still suffering and dying.
816,Sooooo disburbing :(
817,South #Sudan - 3 dead in suspected #cholera outbreak in Leer https://t.co/nPZSusavVm h/t Shiloh 
818,Statement from Special Rapporteur on extreme poverty &amp; human rights on UN responsibility for cholera in Haiti https://t.co/bYWZsQFWFX @ijdh 
819,Stopping #cholera in #Haiti UN caused https://t.co/UQTS62iAFz @AGuterres_UNSG @SecGenBanKi @POTUS @realDonaldTrump… https://t.co/ZStxfhhdLV 
820,Stopping cholera in Haiti UN caused https://t.co/UQTS62Ac49 … @nytimes @AC360 @holpuch @ABC @globeandmail… https://t.co/ucpfCyvGl7 
821,Success: UN Takes Responsibility for Cholera Crisis in Haiti https://t.co/ApDQJf1ROW 
822,Success: UN Takes Responsibility for Cholera Crisis in Haiti https://t.co/ApDQJfjsGu 
823,"teleSUR English: After Admitting Role in Haiti Cholera Crisis, UN Donates $400M - https://t.co/pTaZ32FAY0 #GoogleAlerts "
824,Tell the UN to live up to its mission &amp; be the force for justice that we all want it to be. @N_Map https://t.co/mXqHZ4DuZg 
825,the @UN menu:
826,"The @UN's years of denials that it brought cholera to Haiti are ""a disgrace."" Can Ban Ki-moon make it right?… https://t.co/nZl0Dd4kDg "
827,The plan could include cash payments to individuals and communi 
828,The UN in Haiti: an adulterated vision of accountability #Haiti #cholera #UN https://t.co/hFY1hZQQvd via @LancetGH https://t.co/uGlOfiuyL7 
829,The UN never ever takes any responsibility for its blunders. Remember the cholera tragedy in Haiti? https://t.co/Im2dZtOwNz 
830,"The UN's refusal to accept responsibility for causing a cholera epidemic is a ""blot on the UN"" - https://t.co/OwiBIHEaqW "
831,There are so many people that... https://t.co/H6kemr8mNk 
832,There... https://t.co/UdEmbKgfbw 
833,They need help! Some of the worst living conditions on Earth. https://t.co/jwcQmf7SV2 
834,U.N. Watch: Haiti's cholera stain https://t.co/btlGQ5tzGU via @TribLIVE 
835,UN Dep Secretary-Gen pledges substantive @UN support to the people of #Haiti to combat&amp;eradicate #cholera. https://t.co/N8GXojydIm @UNGeneva 
836,UN Deputy Secretary-General pledges substantive @UN support to the people of #Haiti to combat and eradicate… https://t.co/UoBUgIZWwR 
837,UN says oops! https://t.co/YlcUvRmQVX 
838,"United Nations Admits To Accidentally Releasing Cholera In Haiti, Killing 10,000 People https://t.co/jKjSTnFsPA "
839,United Nations Helps Fight Cholera Crisis Haiti with 400 Million      
840,United Nations Helps Fight Cholera Crisis Haiti with 400 Million #Cuba #Guantanamo https://t.co/tLGawd1Kxz 
841,United Nations Helps Fight Cholera Crisis Haiti with 400 Million #Cuba https://t.co/iFRJXiGbz9 
842,United Nations Helps Fight Cholera Crisis Haiti with 400 Million #Cuba https://t.co/nU9AsbyUDx 
843,Via @Morning_Joe today @msnbc crew embedded with our emergency team in #Haiti responding to #HurricaneMatthew https://t.co/bdH0NH672t 
844,Views from #Haiti's internationally supported #cholera vaccine campaign earlier this month: https://t.co/zAQECibYVZ… https://t.co/mcGg2NRejB 
845,"Walt Vernon, CEO of @_mazzetti_ supports HOPE in #Haiti to help assess #cholera needs--check out his blog:… https://t.co/kpq0GzdtOh "
846,Watch as we bring lifesaving aid for #HurricaneMatthew survivors &amp; #cholera patients in #Haiti:… https://t.co/cYzHYKoYd8 
847,Watch as we deliver lifesaving aid for #cholera patients in #Haiti: https://t.co/xBllGogK8Z @Morning_Joe @NBCLOU… https://t.co/VXCxW3OpJc 
848,Watch video of Dr. Dave Campbell &amp; @NBCLOU embedding w/ our relief workers responding to #HurricaneMatthew in… https://t.co/yUOACbAoer 
849,When will Ban Ki-moon issue a public apology to the people of Haiti for UN-imported cholera? https://t.co/8m8nbW98YN https://t.co/KU7vOGVAGj 
850,Who will compensate #Haiti for the UN's importation of cholera? Our report on a non-admission of guilt:… https://t.co/hPcPJ7d2Ck 
851,"WHO:#Haiti’s Ministry of Health successfully vaccinates 729, 000 persons against #cholera https://t.co/3Qzk9Zg7X5… https://t.co/WDmlFtZE7W) "
852,Why Ban Ki Moon has refused Justice for the Cholera victim families ? 
853,Will @UN admit responsibility or even apologise for Haiti's 2010 cholera outbreak imported by its own peacekeepers?… https://t.co/y168ePmFNH 
854,"Will Sec-Gen Ban Ki-moon leave incoming SG António Guterres with the ""very unpalatable legacy"" of Haiti #cholera?"
855,"With cholera cases soaring since #HaitiEarthquake, Haiti Red Cross is coordinating a large-scale vaccination campai… https://t.co/h0jULDevxo "
856,"With no real answers on #Yemen #BanKiMoon spox has canned statement on #Haiti, where Ban's running out clock on cholera role "
857,"With the full support of Bill and Hillary #Clinton, Haiti had become a full cholera kleptocracy https://t.co/6XbNG85poY "
858,"Ylus wrote @UN on #cholera it caused:""I spent many days in the hospital &amp; needed much serum."" @HaitiJustice @ijdh https://t.co/O7eKw577rN "
859,"Ylus wrote @UN:""I bring before you a complaint vs the malevolent @MINUSTAH that brought #cholera to Haiti &amp; trampled me.""@haitijustice @ijdh "
860,Your call to #endHaiticholera made a real difference!  But cholera justice still needs a few more steps.  Read on: https://t.co/z7FprjbV47 
